nav_title,current_path,proposed_section,proposed_path,change_type,annotation,status
Click tracking,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_campaign/click_tracking.md,Channels > WhatsApp > Message features and optimization > Click tracking,_docs/_user_guide/channels/whatsapp/message_features_and_optimization/click_tracking.md,moved,,
WhatsApp Flows,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_campaign/whatsapp_flows.md,Channels > WhatsApp > Message features and optimization > WhatsApp Flows,_docs/_user_guide/channels/whatsapp/message_features_and_optimization/whatsapp_flows.md,moved,,
Product messages,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_campaign/product_messages.md,Channels > WhatsApp > Message features and optimization > Product messages,_docs/_user_guide/channels/whatsapp/message_features_and_optimization/product_messages.md,moved,,
User retargeting,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_campaign/user_retargeting.md,Channels > WhatsApp > Message features and optimization > User retargeting,_docs/_user_guide/channels/whatsapp/message_features_and_optimization/user_retargeting.md,moved,,
Custom domains,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_campaign/custom_domains.md,Channels > WhatsApp > Message features and optimization > Custom domains,_docs/_user_guide/channels/whatsapp/message_features_and_optimization/custom_domains.md,moved,,
Message processing,_docs/_user_guide/message_building_by_channel/whatsapp/message_processing.md,Channels > WhatsApp > Message processing,_docs/_user_guide/channels/whatsapp/message_processing.md,moved,,
Opt-ins & opt-outs,_docs/_user_guide/message_building_by_channel/whatsapp/message_processing/opt-ins_and_opt-outs.md,Channels > WhatsApp > Message processing > Opt-ins & opt-outs,_docs/_user_guide/channels/whatsapp/message_processing/optins_optouts.md,moved,,
Messaging users,_docs/_user_guide/message_building_by_channel/whatsapp/message_processing/user_messages.md,Channels > WhatsApp > Message processing > Messaging users,_docs/_user_guide/channels/whatsapp/message_processing/messaging_users.md,moved,,
Handling unknown phone numbers,_docs/_user_guide/message_building_by_channel/whatsapp/message_processing/handling_unknown_numbers.md,Channels > WhatsApp > Message processing > Handling unknown phone numbers,_docs/_user_guide/channels/whatsapp/message_processing/handling_unknown_phone_numbers.md,moved,,
Quality rating and messaging limits,_docs/_user_guide/message_building_by_channel/whatsapp/message_processing/quality_rating.md,Channels > WhatsApp > Message processing > Quality rating and messaging limits,_docs/_user_guide/channels/whatsapp/message_processing/quality_rating_and_messaging_limits.md,moved,,
Reporting,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_campaign_analytics.md,Channels > WhatsApp > Reporting,_docs/_user_guide/channels/whatsapp/reporting.md,moved,,
Use cases,_docs/_user_guide/data/unification/data_transformation/use_cases.md,Channels > WhatsApp > Use cases,_docs/_user_guide/channels/whatsapp/use_cases.md,moved,,
Ads that click to WhatsApp,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_use_cases/ads_that_click.md,Channels > WhatsApp > Use cases > Ads that click to WhatsApp,_docs/_user_guide/channels/whatsapp/use_cases/ads_that_click_to_whatsapp.md,moved,,
WhatsApp and external systems,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_use_cases/external_system.md,Channels > WhatsApp > Use cases > WhatsApp and external systems,_docs/_user_guide/channels/whatsapp/use_cases/whatsapp_and_external_systems.md,moved,,
Best practices,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_best_practices.md,Channels > WhatsApp > Best practices,_docs/_user_guide/channels/whatsapp/best_practices.md,moved,,
FAQ,_docs/_user_guide/message_building_by_channel/whatsapp/faqs.md,Channels > WhatsApp > FAQ,_docs/_user_guide/channels/whatsapp/faq.md,moved,,
Meta resources,_docs/_user_guide/message_building_by_channel/whatsapp/meta_resources.md,Channels > WhatsApp > Meta resources,_docs/_user_guide/channels/whatsapp/meta_resources.md,moved,,
Analytics,_docs/_user_guide/analytics.md,Analytics,_docs/_user_guide/analytics.md,unchanged,,
Dashboards,_docs/_user_guide/administrative/access_braze/braze_dashboard.md,Analytics > Dashboards,_docs/_user_guide/analytics/dashboards.md,moved,,
Dashboard Builder,_docs/_user_guide/analytics/reporting/dashboard_builder.md,Analytics > Dashboards > Dashboard Builder,_docs/_user_guide/analytics/dashboards/dashboard_builder.md,unchanged,,
Home,_docs/_user_guide/introduction.md,Analytics > Dashboards > Home,_docs/_user_guide/analytics/dashboards/home.md,moved,,
API usage,_docs/_user_guide/analytics/dashboard/api_usage_alerts.md,Analytics > Dashboards > API usage,_docs/_user_guide/analytics/dashboards/api_usage.md,unchanged,,
Channel performance,_docs/_user_guide/analytics/dashboard/email_performance_dashboard.md,Analytics > Dashboards > Channel performance,_docs/_user_guide/analytics/dashboards/channel_performance.md,unchanged,,
Conversions,_docs/_user_guide/engagement_tools/messaging_fundamentals/conversion_events.md,Analytics > Dashboards > Conversions,_docs/_user_guide/analytics/dashboards/conversions.md,moved,,
Deliverability Center,_docs/_user_guide/analytics/dashboard/deliverability_center.md,Analytics > Dashboards > Deliverability Center,_docs/_user_guide/analytics/dashboards/deliverability_center.md,unchanged,,
Reports,_docs/_user_guide/message_building_by_channel/email/reporting_and_analytics/email_reporting.md,Analytics > Reports,_docs/_user_guide/analytics/reports.md,moved,landing page contains an overview of all reports,
Configure reporting,_docs/_user_guide/analytics/reporting/configuring_reporting.md,Analytics > Reports > Configure reporting,_docs/_user_guide/analytics/reports/configure_reporting.md,unchanged,,
Engagement reports,_docs/_user_guide/analytics/reporting/engagement_reports.md,Analytics > Reports > Engagement reports,_docs/_user_guide/analytics/reports/engagement_reports.md,unchanged,,
Campaign analytics,_docs/_user_guide/analytics/reporting/campaign_analytics.md,Analytics > Reports > Campaign analytics,_docs/_user_guide/analytics/reports/campaign_analytics.md,unchanged,,
Canvas analytics,_docs/_user_guide/analytics/reporting/canvas_analytics.md,Analytics > Reports > Canvas analytics,_docs/_user_guide/analytics/reports/canvas_analytics.md,unchanged,,
Report Builder,_docs/_user_guide/analytics/reporting/report_builder.md,Analytics > Reports > Report Builder,_docs/_user_guide/analytics/reports/report_builder.md,unchanged,,
Query Builder,_docs/_user_guide/analytics/query_builder.md,Analytics > Reports > Query Builder,_docs/_user_guide/analytics/reports/query_builder.md,unchanged,,
Retention reports,_docs/_user_guide/analytics/reporting/retention_reports.md,Analytics > Reports > Retention reports,_docs/_user_guide/analytics/reports/retention_reports.md,unchanged,,
Funnel reports,_docs/_user_guide/analytics/reporting/funnel_reports.md,Analytics > Reports > Funnel reports,_docs/_user_guide/analytics/reports/funnel_reports.md,unchanged,,
Revenue report,_docs/_user_guide/analytics/reporting/revenue_report.md,Analytics > Reports > Revenue report,_docs/_user_guide/analytics/reports/revenue_report.md,unchanged,,
Global control group report,_docs/_user_guide/analytics/reporting/global_control_group_reporting.md,Analytics > Reports > Global control group report,_docs/_user_guide/analytics/reports/global_control_group_report.md,unchanged,,
Tracking,_docs/_user_guide/analytics/tracking.md,Analytics > Tracking,_docs/_user_guide/analytics/tracking.md,unchanged,,
Open pixel and click tracking,_docs/_user_guide/analytics/tracking/email_tracking.md,Analytics > Tracking > Open pixel and click tracking,_docs/_user_guide/analytics/tracking/open_pixel_and_click_tracking.md,unchanged,,
Uninstall tracking,_docs/_user_guide/analytics/tracking/uninstall_tracking.md,Analytics > Tracking > Uninstall tracking,_docs/_user_guide/analytics/tracking/uninstall_tracking.md,unchanged,,
Influence opens,_docs/_user_guide/analytics/tracking/influenced_opens.md,Analytics > Tracking > Influence opens,_docs/_user_guide/analytics/tracking/influence_opens.md,unchanged,,
Segment analytics tracking,_docs/_user_guide/analytics/tracking/segment_analytics_tracking.md,Analytics > Tracking > Segment analytics tracking,_docs/_user_guide/analytics/tracking/segment_analytics_tracking.md,unchanged,,
Metrics glossary,_docs/_user_guide/analytics/reporting/report_metrics.md,Analytics > Metrics glossary,_docs/_user_guide/analytics/metrics_glossary.md,merged,"combine with Email metrics glossary, waiting for confirmation from Email PMs",
BrazeAI,_docs/_user_guide/brazeai.md,BrazeAI,_docs/_user_guide/brazeai.md,unchanged,,
Agents,_docs/_user_guide/brazeai/agents.md,BrazeAI > Agents,_docs/_user_guide/brazeai/agents.md,unchanged,,
Braze MCP server,_docs/_user_guide/brazeai/mcp_server.md,BrazeAI > Braze MCP server,_docs/_user_guide/brazeai/braze_mcp_server.md,unchanged,,
Content Optimizer,_docs/_user_guide/brazeai/content_optimizer.md,BrazeAI > Content Optimizer,_docs/_user_guide/brazeai/content_optimizer.md,unchanged,,
Decisioning Studio,_docs/_user_guide/brazeai/decisioning_studio.md,BrazeAI > Decisioning Studio,_docs/_user_guide/brazeai/decisioning_studio.md,unchanged,,
Generative AI,_docs/_user_guide/brazeai/generative_ai.md,BrazeAI > Generative AI,_docs/_user_guide/brazeai/generative_ai.md,unchanged,,
Intelligence Suite,_docs/_user_guide/brazeai/intelligence.md,BrazeAI > Intelligence Suite,_docs/_user_guide/brazeai/intelligence_suite.md,unchanged,,
Item recommendations,_docs/_user_guide/brazeai/recommendations.md,BrazeAI > Item recommendations,_docs/_user_guide/brazeai/item_recommendations.md,unchanged,,
Operator,_docs/_user_guide/brazeai/operator.md,BrazeAI > Operator,_docs/_user_guide/brazeai/operator.md,unchanged,,
Predictive Suite,_docs/_user_guide/brazeai/predictive_churn.md,BrazeAI > Predictive Suite,_docs/_user_guide/brazeai/predictive_suite.md,unchanged,,
